试次id,试次序号,原始数据,刺激位置
1978553,试次21,"[{""x"":765,""y"":543,""t"":2},{""x"":768,""y"":557,""t"":257},{""x"":812,""y"":575,""t"":545},{""x"":872,""y"":537,""t"":598},{""x"":859,""y"":460,""t"":656},{""x"":864,""y"":398,""t"":716},{""x"":887,""y"":353,""t"":769},{""x"":892,""y"":346,""t"":825},{""x"":962,""y"":333,""t"":887},{""x"":985,""y"":332,""t"":989},{""x"":1023,""y"":380,""t"":1045},{""x"":1099,""y"":431,""t"":1123},{""x"":1127,""y"":451,""t"":1176},{""x"":1085,""y"":461,""t"":1236},{""x"":1099,""y"":469,""t"":1290},{""x"":1135,""y"":534,""t"":1346},{""x"":1060,""y"":448,""t"":1399},{""x"":991,""y"":427,""t"":1453},{""x"":907,""y"":337,""t"":1511},{""x"":691,""y"":-67,""t"":1566},{""x"":610,""y"":-44,""t"":1632},{""x"":673,""y"":21,""t"":1714},{""x"":882,""y"":202,""t"":1770},{""x"":810,""y"":280,""t"":1843},{""x"":860,""y"":341,""t"":1918},{""x"":910,""y"":318,""t"":1997},{""x"":1024,""y"":424,""t"":2092},{""x"":840,""y"":243,""t"":2167},{""x"":640,""y"":86,""t"":2250},{""x"":900,""y"":14,""t"":2342},{""x"":1036,""y"":180,""t"":2401},{""x"":1070,""y"":333,""t"":2460},{""x"":1213,""y"":503,""t"":2516},{""x"":1358,""y"":494,""t"":2573},{""x"":1450,""y"":493,""t"":2627},{""x"":1576,""y"":609,""t"":2689},{""x"":1548,""y"":598,""t"":2753},{""x"":1419,""y"":584,""t"":2805},{""x"":1348,""y"":529,""t"":2860},{""x"":1368,""y"":600,""t"":2934},{""x"":1204,""y"":633,""t"":3026},{""x"":1266,""y"":527,""t"":3109},{""x"":1285,""y"":363,""t"":3210},{""x"":1427,""y"":405,""t"":3308},{""x"":1454,""y"":454,""t"":3368},{""x"":1424,""y"":479,""t"":3424},{""x"":1461,""y"":529,""t"":3483},{""x"":1360,""y"":474,""t"":3556},{""x"":1236,""y"":442,""t"":3610},{""x"":1177,""y"":393,""t"":3692},{""x"":1034,""y"":384,""t"":3773}]","{""x"":20,""y"":38,""width"":1311,""height"":648,""top"":38,""right"":1331,""bottom"":686,""left"":20}"
1978611,试次22,"[{""x"":1242,""y"":228,""t"":18},{""x"":1066,""y"":275,""t"":5184},{""x"":982,""y"":343,""t"":5465},{""x"":932,""y"":401,""t"":5551},{""x"":846,""y"":407,""t"":5675},{""x"":757,""y"":419,""t"":5745},{""x"":768,""y"":433,""t"":5886},{""x"":703,""y"":445,""t"":5952},{""x"":681,""y"":461,""t"":6023},{""x"":638,""y"":460,""t"":6089},{""x"":618,""y"":435,""t"":6217},{""x"":679,""y"":438,""t"":6287},{""x"":667,""y"":479,""t"":6357},{""x"":647,""y"":503,""t"":6447},{""x"":575,""y"":517,""t"":6515},{""x"":579,""y"":509,""t"":6604},{""x"":637,""y"":539,""t"":6665},{""x"":649,""y"":483,""t"":7016},{""x"":672,""y"":459,""t"":7219},{""x"":715,""y"":472,""t"":7796},{""x"":754,""y"":530,""t"":7858},{""x"":818,""y"":338,""t"":7964},{""x"":917,""y"":264,""t"":8167},{""x"":906,""y"":170,""t"":8401},{""x"":1028,""y"":318,""t"":10416},{""x"":1188,""y"":485,""t"":10477},{""x"":1119,""y"":557,""t"":10540},{""x"":1072,""y"":610,""t"":10572},{""x"":1084,""y"":648,""t"":10603},{""x"":1071,""y"":653,""t"":10690},{""x"":1169,""y"":593,""t"":10755},{""x"":1215,""y"":559,""t"":10791},{""x"":1243,""y"":518,""t"":10861},{""x"":1309,""y"":554,""t"":10891},{""x"":1364,""y"":576,""t"":10984},{""x"":1367,""y"":582,""t"":11020},{""x"":1348,""y"":608,""t"":11053},{""x"":1482,""y"":538,""t"":11115},{""x"":1507,""y"":454,""t"":11147},{""x"":1558,""y"":384,""t"":11183},{""x"":1561,""y"":344,""t"":11219},{""x"":1580,""y"":274,""t"":11252},{""x"":1574,""y"":260,""t"":11282},{""x"":1561,""y"":219,""t"":11315},{""x"":1432,""y"":171,""t"":24773},{""x"":1246,""y"":54,""t"":25489},{""x"":1083,""y"":5,""t"":25657},{""x"":923,""y"":-23,""t"":25893},{""x"":813,""y"":-21,""t"":26118},{""x"":889,""y"":74,""t"":26268},{""x"":901,""y"":63,""t"":26508},{""x"":942,""y"":114,""t"":26742},{""x"":909,""y"":228,""t"":26966},{""x"":823,""y"":278,""t"":27384},{""x"":766,""y"":270,""t"":27525},{""x"":759,""y"":255,""t"":27641},{""x"":843,""y"":314,""t"":27757},{""x"":831,""y"":338,""t"":27932},{""x"":811,""y"":342,""t"":28019},{""x"":779,""y"":361,""t"":28176},{""x"":823,""y"":386,""t"":28280},{""x"":863,""y"":368,""t"":28490},{""x"":853,""y"":356,""t"":28667},{""x"":858,""y"":428,""t"":28834},{""x"":795,""y"":442,""t"":28927},{""x"":819,""y"":447,""t"":29073},{""x"":793,""y"":445,""t"":29258},{""x"":817,""y"":480,""t"":29369},{""x"":817,""y"":463,""t"":29466},{""x"":924,""y"":456,""t"":29628},{""x"":836,""y"":436,""t"":29796},{""x"":882,""y"":457,""t"":29892},{""x"":1004,""y"":464,""t"":30069},{""x"":1127,""y"":478,""t"":30132},{""x"":1221,""y"":492,""t"":30191},{""x"":1253,""y"":452,""t"":30252},{""x"":1213,""y"":429,""t"":30319},{""x"":1129,""y"":351,""t"":30381},{""x"":1204,""y"":345,""t"":30456},{""x"":1261,""y"":341,""t"":30548},{""x"":1182,""y"":338,""t"":30633},{""x"":1137,""y"":334,""t"":30694},{""x"":1022,""y"":319,""t"":30751},{""x"":963,""y"":373,""t"":30812},{""x"":856,""y"":390,""t"":30871},{""x"":790,""y"":409,""t"":30946},{""x"":765,""y"":395,""t"":31031},{""x"":831,""y"":426,""t"":31083},{""x"":844,""y"":425,""t"":31144},{""x"":849,""y"":397,""t"":31222},{""x"":826,""y"":344,""t"":31282},{""x"":880,""y"":308,""t"":31353},{""x"":938,""y"":332,""t"":31416},{""x"":871,""y"":296,""t"":31466},{""x"":973,""y"":325,""t"":31562},{""x"":1130,""y"":418,""t"":31646},{""x"":1212,""y"":441,""t"":31744},{""x"":1158,""y"":452,""t"":31833},{""x"":1224,""y"":499,""t"":31963},{""x"":1308,""y"":578,""t"":32043},{""x"":1321,""y"":561,""t"":32118},{""x"":1352,""y"":531,""t"":32178},{""x"":1335,""y"":545,""t"":32235},{""x"":1357,""y"":567,""t"":32337},{""x"":1320,""y"":512,""t"":32396},{""x"":1348,""y"":475,""t"":32474},{""x"":1238,""y"":398,""t"":32596},{""x"":1155,""y"":343,""t"":32653},{""x"":1124,""y"":308,""t"":32712},{""x"":1104,""y"":286,""t"":32771},{""x"":971,""y"":221,""t"":32948},{""x"":1000,""y"":297,""t"":33035},{""x"":903,""y"":272,""t"":33126},{""x"":1075,""y"":348,""t"":33330},{""x"":1227,""y"":373,""t"":33878},{""x"":1253,""y"":407,""t"":34057},{""x"":1264,""y"":455,""t"":34145},{""x"":1269,""y"":495,""t"":34229},{""x"":1249,""y"":540,""t"":34357},{""x"":1224,""y"":562,""t"":34442},{""x"":1216,""y"":612,""t"":34532},{""x"":1222,""y"":588,""t"":34610},{""x"":1290,""y"":638,""t"":34692},{""x"":1323,""y"":656,""t"":34750},{""x"":1259,""y"":634,""t"":34807},{""x"":1260,""y"":647,""t"":34867},{""x"":1195,""y"":625,""t"":34941},{""x"":1263,""y"":616,""t"":35013},{""x"":1179,""y"":503,""t"":35083},{""x"":1130,""y"":431,""t"":35147},{""x"":1139,""y"":396,""t"":35214},{""x"":1080,""y"":332,""t"":35300},{""x"":1086,""y"":254,""t"":35399},{""x"":1017,""y"":168,""t"":35479},{""x"":986,""y"":148,""t"":35531},{""x"":1040,""y"":184,""t"":35608},{""x"":1058,""y"":210,""t"":35658},{""x"":1077,""y"":242,""t"":35750},{""x"":1045,""y"":218,""t"":35808},{""x"":1031,""y"":234,""t"":35866},{""x"":1021,""y"":271,""t"":35947},{""x"":1028,""y"":288,""t"":36006},{""x"":1022,""y"":312,""t"":36065},{""x"":1073,""y"":355,""t"":36122},{""x"":1095,""y"":367,""t"":36211},{""x"":1070,""y"":370,""t"":36310},{""x"":1048,""y"":398,""t"":36395},{""x"":1036,""y"":414,""t"":36478},{""x"":1091,""y"":440,""t"":36572},{""x"":1163,""y"":442,""t"":36655},{""x"":1137,""y"":448,""t"":36726},{""x"":1134,""y"":448,""t"":36789},{""x"":1151,""y"":471,""t"":36856},{""x"":1184,""y"":467,""t"":36916},{""x"":1162,""y"":513,""t"":36990},{""x"":1135,""y"":506,""t"":37041},{""x"":1102,""y"":497,""t"":37106},{""x"":1088,""y"":493,""t"":37165},{""x"":1029,""y"":437,""t"":37226},{""x"":1038,""y"":431,""t"":37285},{""x"":1016,""y"":394,""t"":37353},{""x"":1001,""y"":401,""t"":37419},{""x"":974,""y"":416,""t"":37477},{""x"":925,""y"":388,""t"":37539},{""x"":1007,""y"":397,""t"":37605},{""x"":1079,""y"":422,""t"":37664},{""x"":1005,""y"":380,""t"":37756},{""x"":1095,""y"":382,""t"":37835}]","{""x"":419.5,""y"":-272,""width"":512,""height"":910,""top"":-272,""right"":931.5,""bottom"":638,""left"":419.5}"
